Gr Liv Area,Gr Liv Area^2,Gr Liv Area^3,Overall Qual,Total Bsmt SF,Garage Area,Year Built,Mas Vnr Area,SalePrice
1486.0,2208196.0,3281379256.0,7.0,1461.0,566.0,2006.0,170.0,181000
2270.0,5152900.0,11697083000.0,8.0,1152.0,671.0,1999.0,348.0,290000
1734.0,3006756.0,5213714904.0,5.0,0.0,539.0,1977.0,0.0,126000
1293.0,1671849.0,2161700757.0,6.0,1178.0,452.0,1954.0,28.0,149900
1144.0,1308736.0,1497193984.0,5.0,1144.0,336.0,1963.0,0.0,124000
907.0,822649.0,746142643.0,5.0,907.0,343.0,1978.0,76.0,140000
1968.0,3873024.0,7622111232.0,8.0,774.0,680.0,2009.0,84.0,269500
943.0,889249.0,838561807.0,4.0,0.0,308.0,1958.0,0.0,80000
1818.0,3305124.0,6008715432.0,8.0,895.0,774.0,2007.0,246.0,281500
1430.0,2044900.0,2924207000.0,7.0,1413.0,605.0,2001.0,0.0,187100
1053.0,1108809.0,1167575877.0,5.0,1053.0,312.0,1959.0,54.0,145500
1108.0,1227664.0,1360251712.0,7.0,637.0,280.0,1930.0,0.0,139400
1128.0,1272384.0,1435249152.0,6.0,1302.0,480.0,1964.0,138.0,154204
1701.0,2893401.0,4921675101.0,5.0,1390.0,611.0,1975.0,0.0,171000
960.0,921600.0,884736000.0,4.0,672.0,288.0,1956.0,0.0,112000
1202.0,1444804.0,1736654408.0,5.0,1202.0,304.0,1956.0,0.0,120000
1442.0,2079364.0,2998442888.0,6.0,1442.0,301.0,1958.0,243.0,157900
960.0,921600.0,884736000.0,4.0,960.0,308.0,1920.0,0.0,108500
1296.0,1679616.0,2176782336.0,8.0,1267.0,471.0,2001.0,136.0,220000
2000.0,4000000.0,8000000000.0,7.0,996.0,650.0,1993.0,94.0,188000
864.0,746496.0,644972544.0,4.0,864.0,576.0,1971.0,0.0,130000
1656.0,2742336.0,4541308416.0,8.0,1656.0,826.0,2006.0,0.0,249700
1358.0,1844164.0,2504374712.0,7.0,1358.0,484.0,2004.0,146.0,207000
864.0,746496.0,644972544.0,5.0,864.0,297.0,1972.0,0.0,119900
1400.0,1960000.0,2744000000.0,7.0,1400.0,612.0,2005.0,118.0,186800
1393.0,1940449.0,2703045457.0,5.0,816.0,300.0,1955.0,0.0,135500
928.0,861184.0,799178752.0,5.0,928.0,252.0,1956.0,0.0,132000
1285.0,1651225.0,2121824125.0,6.0,1243.0,473.0,1977.0,0.0,190000
1928.0,3717184.0,7166730752.0,5.0,686.0,0.0,1916.0,0.0,160000
1072.0,1149184.0,1231925248.0,6.0,547.0,525.0,2005.0,82.0,140000
984.0,968256.0,952763904.0,5.0,984.0,310.0,1965.0,0.0,126000
2260.0,5107600.0,11543176000.0,7.0,1306.0,533.0,1996.0,0.0,328000
1126.0,1267876.0,1427628376.0,5.0,1126.0,540.0,1977.0,0.0,175000
908.0,824464.0,748613312.0,5.0,822.0,512.0,1940.0,0.0,138500
1551.0,2405601.0,3731087151.0,5.0,1058.0,240.0,1938.0,0.0,137000
1535.0,2356225.0,3616805375.0,5.0,0.0,400.0,1979.0,0.0,118858
480.0,230400.0,110592000.0,2.0,480.0,308.0,1949.0,0.0,35311
1920.0,3686400.0,7077888000.0,7.0,570.0,487.0,1968.0,143.0,170000
1283.0,1646089.0,2111932187.0,5.0,931.0,506.0,1962.0,0.0,140000
1795.0,3222025.0,5783534875.0,8.0,900.0,782.0,2006.0,121.0,270000
1482.0,2196324.0,3254952168.0,4.0,954.0,609.0,1954.0,60.0,125000
1646.0,2709316.0,4459534136.0,8.0,1638.0,800.0,2007.0,338.0,293077
912.0,831744.0,758550528.0,6.0,912.0,288.0,1961.0,0.0,142000
2495.0,6225025.0,15531437375.0,6.0,1280.0,660.0,1993.0,0.0,243500
1812.0,3283344.0,5949419328.0,5.0,864.0,264.0,1962.0,288.0,169500
1851.0,3426201.0,6341898051.0,6.0,822.0,440.0,1964.0,340.0,187000
768.0,589824.0,452984832.0,5.0,768.0,624.0,1970.0,0.0,129500
1344.0,1806336.0,2427715584.0,3.0,536.0,0.0,1915.0,0.0,82375
1179.0,1390041.0,1638858339.0,8.0,1166.0,480.0,1988.0,0.0,182000
1872.0,3504384.0,6560206848.0,8.0,1299.0,531.0,2001.0,108.0,261500
2790.0,7784100.0,21717639000.0,10.0,1620.0,1150.0,2005.0,468.0,460000
1476.0,2178576.0,3215578176.0,6.0,738.0,540.0,2005.0,0.0,173500
1094.0,1196836.0,1309338584.0,5.0,1094.0,576.0,2003.0,126.0,149000
1651.0,2725801.0,4500297451.0,7.0,725.0,276.0,1963.0,364.0,172000
2132.0,4545424.0,9690843968.0,8.0,1496.0,612.0,1983.0,0.0,316600
1159.0,1343281.0,1556862679.0,5.0,1051.0,336.0,1968.0,188.0,158000
1121.0,1256641.0,1408694561.0,4.0,1121.0,440.0,2003.0,0.0,140000
2034.0,4137156.0,8414975304.0,3.0,0.0,1041.0,1953.0,0.0,130000
2622.0,6874884.0,18025945848.0,8.0,1463.0,712.0,1994.0,362.0,325000
1200.0,1440000.0,1728000000.0,7.0,600.0,480.0,2004.0,120.0,155000
1229.0,1510441.0,1856331989.0,6.0,561.0,462.0,1980.0,0.0,124000
874.0,763876.0,667627624.0,5.0,864.0,352.0,1971.0,0.0,130000
3078.0,9474084.0,29161230552.0,9.0,1408.0,806.0,1998.0,422.0,410000
1671.0,2792241.0,4665834711.0,6.0,781.0,423.0,1995.0,0.0,170000
1200.0,1440000.0,1728000000.0,7.0,600.0,480.0,2004.0,0.0,149500
992.0,984064.0,976191488.0,5.0,992.0,294.0,1967.0,0.0,145000
894.0,799236.0,714516984.0,5.0,894.0,552.0,1972.0,0.0,149900
1464.0,2143296.0,3137785344.0,5.0,732.0,470.0,1968.0,0.0,141000
1114.0,1240996.0,1382469544.0,5.0,1114.0,576.0,2003.0,0.0,153000
1466.0,2149156.0,3150662696.0,5.0,1466.0,528.0,1959.0,132.0,149900
1274.0,1623076.0,2067798824.0,7.0,1274.0,508.0,2005.0,80.0,203000
1364.0,1860496.0,2537716544.0,5.0,1179.0,331.0,1957.0,0.0,132000
2168.0,4700224.0,10190085632.0,5.0,760.0,576.0,1900.0,0.0,123000
1092.0,1192464.0,1302170688.0,5.0,1092.0,288.0,1962.0,116.0,139000
1560.0,2433600.0,3796416000.0,7.0,1560.0,573.0,2003.0,0.0,201000
1350.0,1822500.0,2460375000.0,5.0,576.0,627.0,1941.0,0.0,152400
1458.0,2125764.0,3099363912.0,5.0,1176.0,512.0,1967.0,450.0,165000
1285.0,1651225.0,2121824125.0,6.0,660.0,528.0,1977.0,148.0,143500
1337.0,1787569.0,2389979753.0,8.0,1337.0,462.0,1993.0,0.0,180000
1296.0,1679616.0,2176782336.0,4.0,0.0,516.0,1967.0,0.0,90000
1652.0,2729104.0,4508479808.0,5.0,1652.0,928.0,1970.0,0.0,146500
1053.0,1108809.0,1167575877.0,5.0,1053.0,692.0,1963.0,0.0,142100
1187.0,1408969.0,1672446203.0,7.0,1168.0,420.0,1992.0,52.0,160000
1595.0,2544025.0,4057719875.0,8.0,1595.0,880.0,2005.0,226.0,221500
2049.0,4198401.0,8602523649.0,7.0,1065.0,467.0,1996.0,0.0,210900
1154.0,1331716.0,1536800264.0,5.0,1154.0,480.0,1966.0,200.0,154000
1494.0,2232036.0,3334661784.0,8.0,1494.0,481.0,1995.0,0.0,270000
1604.0,2572816.0,4126796864.0,6.0,926.0,470.0,1997.0,0.0,187500
2031.0,4124961.0,8377795791.0,7.0,1153.0,541.0,1998.0,202.0,222500
3222.0,10381284.0,33448497048.0,7.0,1673.0,594.0,1990.0,0.0,320000
1505.0,2265025.0,3408862625.0,6.0,1505.0,505.0,1953.0,90.0,149500
1370.0,1876900.0,2571353000.0,8.0,1370.0,484.0,2006.0,178.0,205000
1868.0,3489424.0,6518244032.0,6.0,585.0,477.0,1984.0,74.0,178000
1136.0,1290496.0,1466003456.0,4.0,704.0,336.0,1929.0,0.0,123000
1212.0,1468944.0,1780360128.0,7.0,1212.0,573.0,2001.0,0.0,178000
1604.0,2572816.0,4126796864.0,5.0,1604.0,576.0,1958.0,0.0,135000
1775.0,3150625.0,5592359375.0,6.0,533.0,480.0,1964.0,0.0,136300
1349.0,1819801.0,2454911549.0,7.0,1349.0,539.0,2000.0,108.0,179000
1552.0,2408704.0,3738308608.0,6.0,713.0,434.0,1975.0,0.0,179900
1364.0,1860496.0,2537716544.0,7.0,1220.0,437.0,2006.0,14.0,210250
1120.0,1254400.0,1404928000.0,5.0,864.0,656.0,1966.0,165.0,148800
1302.0,1695204.0,2207155608.0,5.0,630.0,264.0,1972.0,356.0,111750
936.0,876096.0,820025856.0,5.0,896.0,288.0,1962.0,0.0,130000
1666.0,2775556.0,4624076296.0,9.0,1666.0,575.0,2006.0,572.0,310090
1524.0,2322576.0,3539605824.0,6.0,756.0,440.0,2000.0,513.0,166000
1365.0,1863225.0,2543302125.0,5.0,765.0,440.0,1971.0,376.0,122500
960.0,921600.0,884736000.0,4.0,960.0,576.0,1970.0,160.0,129000
1663.0,2765569.0,4599141247.0,7.0,835.0,478.0,2003.0,95.0,192500
2464.0,6071296.0,14959673344.0,8.0,2418.0,650.0,2007.0,554.0,417500
1609.0,2588881.0,4165509529.0,6.0,754.0,525.0,1995.0,38.0,182000
1426.0,2033476.0,2899736776.0,6.0,690.0,440.0,1977.0,140.0,159500
540.0,291600.0,157464000.0,2.0,480.0,200.0,1941.0,0.0,82000
1026.0,1052676.0,1080045576.0,6.0,970.0,528.0,1974.0,0.0,143000
2713.0,7360369.0,19968681097.0,9.0,1452.0,858.0,2008.0,268.0,446261
1914.0,3663396.0,7011739944.0,8.0,1420.0,746.0,2004.0,112.0,279000
1074.0,1153476.0,1238833224.0,5.0,1056.0,495.0,1975.0,0.0,153500
1440.0,2073600.0,2985984000.0,4.0,1440.0,0.0,1955.0,270.0,118000
1179.0,1390041.0,1638858339.0,6.0,1179.0,622.0,1960.0,198.0,110000
1598.0,2553604.0,4080659192.0,7.0,848.0,433.0,2004.0,0.0,201490
1838.0,3378244.0,6209212472.0,6.0,1838.0,721.0,1997.0,0.0,185000
1294.0,1674436.0,2166720184.0,6.0,1278.0,496.0,1991.0,88.0,179200
1647.0,2712609.0,4467667023.0,6.0,806.0,216.0,1915.0,0.0,128000
1080.0,1166400.0,1259712000.0,6.0,1080.0,288.0,1958.0,135.0,136000
972.0,944784.0,918330048.0,5.0,972.0,305.0,1955.0,0.0,122500
1466.0,2149156.0,3150662696.0,5.0,796.0,566.0,1936.0,0.0,170000
1252.0,1567504.0,1962515008.0,6.0,1252.0,528.0,1959.0,243.0,142000
1661.0,2758921.0,4582567781.0,7.0,799.0,550.0,1996.0,0.0,212000
1367.0,1868689.0,2554497863.0,7.0,1367.0,484.0,2005.0,144.0,192000
865.0,748225.0,647214625.0,6.0,660.0,216.0,1920.0,0.0,108500
1839.0,3381921.0,6219352719.0,6.0,756.0,442.0,1966.0,351.0,155000
1848.0,3415104.0,6311112192.0,6.0,833.0,370.0,1923.0,0.0,207000
1050.0,1102500.0,1157625000.0,6.0,1050.0,286.0,1954.0,176.0,156000
1464.0,2143296.0,3137785344.0,5.0,520.0,480.0,1963.0,0.0,175000
864.0,746496.0,644972544.0,5.0,864.0,572.0,1955.0,0.0,115000
1089.0,1185921.0,1291467969.0,5.0,1089.0,252.0,1954.0,0.0,125000
2473.0,6115729.0,15124197817.0,9.0,1094.0,675.0,2006.0,184.0,356383
816.0,665856.0,543338496.0,5.0,816.0,264.0,1983.0,0.0,128500
2054.0,4218916.0,8665653464.0,6.0,992.0,390.0,2000.0,40.0,244000
1489.0,2217121.0,3301293169.0,6.0,1489.0,462.0,1968.0,0.0,185750
1550.0,2402500.0,3723875000.0,7.0,1092.0,438.0,2006.0,100.0,241000
1152.0,1327104.0,1528823808.0,4.0,0.0,0.0,1955.0,0.0,82000
1187.0,1408969.0,1672446203.0,5.0,864.0,440.0,1961.0,0.0,140500
1144.0,1308736.0,1497193984.0,5.0,1144.0,796.0,1959.0,128.0,143000
848.0,719104.0,609800192.0,6.0,848.0,420.0,2003.0,170.0,144000
923.0,851929.0,786330467.0,6.0,923.0,264.0,1980.0,0.0,143000
1768.0,3125824.0,5526456832.0,7.0,884.0,543.0,2003.0,252.0,224900
1894.0,3587236.0,6794224984.0,7.0,817.0,510.0,2002.0,44.0,214900
2064.0,4260096.0,8792838144.0,7.0,2048.0,550.0,1978.0,383.0,235000
1522.0,2316484.0,3525688648.0,5.0,1008.0,0.0,1926.0,0.0,102000
2365.0,5593225.0,13227977125.0,8.0,1252.0,856.0,1999.0,673.0,337000
1396.0,1948816.0,2720547136.0,6.0,698.0,384.0,1915.0,0.0,153575
1325.0,1755625.0,2326203125.0,5.0,409.0,576.0,1948.0,0.0,216000
1277.0,1630729.0,2082440933.0,7.0,1277.0,526.0,1970.0,0.0,167000
1964.0,3857296.0,7575729344.0,8.0,1964.0,892.0,2005.0,674.0,370000
1281.0,1640961.0,2102071041.0,4.0,1151.0,580.0,1925.0,0.0,128500
1955.0,3822025.0,7472058875.0,5.0,1151.0,356.0,1958.0,162.0,165500
932.0,868624.0,809557568.0,6.0,932.0,306.0,1950.0,0.0,124000
2486.0,6180196.0,15363967256.0,7.0,1122.0,452.0,2003.0,94.0,279900
1478.0,2184484.0,3228667352.0,6.0,1478.0,498.0,1960.0,30.0,157500
1771.0,3136441.0,5554637011.0,6.0,864.0,600.0,1997.0,128.0,215700
984.0,968256.0,952763904.0,6.0,936.0,280.0,1954.0,0.0,112500
1026.0,1052676.0,1080045576.0,6.0,940.0,576.0,1978.0,0.0,147000
1236.0,1527696.0,1888232256.0,6.0,600.0,480.0,2005.0,216.0,152000
1390.0,1932100.0,2685619000.0,6.0,1705.0,550.0,1957.0,902.0,252000
1656.0,2742336.0,4541308416.0,5.0,624.0,288.0,1967.0,0.0,126000
1341.0,1798281.0,2411494821.0,8.0,1341.0,482.0,1999.0,158.0,246900
1077.0,1159929.0,1249243533.0,5.0,961.0,338.0,1920.0,0.0,67000
1052.0,1106704.0,1164252608.0,5.0,1052.0,668.0,1967.0,172.0,113500
2758.0,7606564.0,20978903512.0,9.0,1704.0,814.0,2005.0,365.0,418000
1022.0,1044484.0,1067462648.0,5.0,1022.0,280.0,1910.0,0.0,85000
1580.0,2496400.0,3944312000.0,8.0,1580.0,830.0,2007.0,186.0,235128
1690.0,2856100.0,4826809000.0,7.0,815.0,225.0,1916.0,0.0,144000
2473.0,6115729.0,15124197817.0,8.0,1143.0,852.0,2004.0,344.0,317000
960.0,921600.0,884736000.0,5.0,960.0,300.0,1963.0,0.0,144900
1515.0,2295225.0,3477265875.0,6.0,789.0,393.0,2004.0,0.0,179000
1172.0,1373584.0,1609840448.0,5.0,1172.0,366.0,1954.0,0.0,128000
968.0,937024.0,907039232.0,4.0,0.0,331.0,1956.0,1.0,104500
1196.0,1430416.0,1710777536.0,6.0,684.0,528.0,1920.0,0.0,110000
2082.0,4334724.0,9024895368.0,7.0,1362.0,484.0,2003.0,0.0,200000
1337.0,1787569.0,2389979753.0,8.0,1337.0,462.0,1989.0,0.0,188500
1341.0,1798281.0,2411494821.0,7.0,1300.0,506.0,1990.0,0.0,171500
1092.0,1192464.0,1302170688.0,6.0,525.0,440.0,1973.0,514.0,105500
1290.0,1664100.0,2146689000.0,7.0,1282.0,662.0,2007.0,0.0,200000
1288.0,1658944.0,2136719872.0,6.0,624.0,280.0,1917.0,0.0,119000
1069.0,1142761.0,1221611509.0,6.0,1069.0,440.0,1977.0,0.0,127500
972.0,944784.0,918330048.0,6.0,972.0,240.0,1948.0,0.0,132000
1964.0,3857296.0,7575729344.0,8.0,1100.0,760.0,2005.0,192.0,252000
987.0,974169.0,961504803.0,6.0,483.0,264.0,1971.0,232.0,85400
2826.0,7986276.0,22569215976.0,8.0,1334.0,888.0,1992.0,692.0,334000
1728.0,2985984.0,5159780352.0,8.0,1884.0,520.0,2007.0,0.0,298751
1595.0,2544025.0,4057719875.0,5.0,1582.0,672.0,1991.0,0.0,152000
3279.0,10751841.0,35255286639.0,8.0,1650.0,841.0,2003.0,603.0,538000
1077.0,1159929.0,1249243533.0,5.0,991.0,205.0,1939.0,0.0,118000
720.0,518400.0,373248000.0,6.0,624.0,484.0,1928.0,0.0,105900
1627.0,2647129.0,4306878883.0,5.0,797.0,420.0,1900.0,0.0,139500
1766.0,3118756.0,5507723096.0,9.0,1766.0,478.0,2009.0,162.0,370878
1857.0,3448449.0,6403769793.0,7.0,945.0,482.0,1978.0,68.0,188900
1468.0,2155024.0,3163575232.0,8.0,1468.0,898.0,2008.0,72.0,244600
1456.0,2119936.0,3086626816.0,6.0,855.0,440.0,1977.0,0.0,137900
1080.0,1166400.0,1259712000.0,5.0,684.0,0.0,1890.0,0.0,95000
3395.0,11526025.0,39130854875.0,6.0,1440.0,0.0,1914.0,0.0,200000
3228.0,10419984.0,33635708352.0,8.0,3200.0,546.0,1992.0,0.0,430000
2340.0,5475600.0,12812904000.0,7.0,1152.0,252.0,1941.0,0.0,266500
1762.0,3104644.0,5470382728.0,7.0,826.0,591.0,2002.0,199.0,222000
1932.0,3732624.0,7211429568.0,7.0,979.0,610.0,2003.0,0.0,213000
1398.0,1954404.0,2732256792.0,6.0,1398.0,542.0,1990.0,0.0,172000
1096.0,1201216.0,1316532736.0,6.0,1008.0,352.0,1975.0,0.0,125200
1001.0,1002001.0,1003003001.0,5.0,837.0,216.0,1930.0,0.0,124900
1911.0,3651921.0,6978821031.0,8.0,777.0,471.0,1993.0,125.0,215000
954.0,910116.0,868250664.0,5.0,920.0,240.0,1938.0,0.0,119750
1152.0,1327104.0,1528823808.0,4.0,0.0,0.0,1955.0,0.0,82000
498.0,248004.0,123505992.0,2.0,498.0,216.0,1922.0,0.0,35000
1873.0,3508129.0,6570725617.0,7.0,929.0,619.0,1988.0,360.0,207000
1132.0,1281424.0,1450571968.0,6.0,608.0,240.0,1939.0,0.0,134000
1959.0,3837681.0,7518017079.0,7.0,1907.0,766.0,1988.0,70.0,171000
1501.0,2253001.0,3381754501.0,7.0,1490.0,577.0,1999.0,183.0,204000
2541.0,6456681.0,16406426421.0,8.0,1149.0,729.0,2005.0,146.0,349265
1342.0,1800964.0,2416893688.0,5.0,1342.0,256.0,1951.0,0.0,125000
1337.0,1787569.0,2389979753.0,6.0,1405.0,522.0,1997.0,0.0,177000
1986.0,3944196.0,7833173256.0,7.0,768.0,486.0,1965.0,176.0,205000
1536.0,2359296.0,3623878656.0,7.0,1536.0,532.0,2002.0,113.0,214000
1456.0,2119936.0,3086626816.0,7.0,728.0,400.0,2007.0,0.0,179540
1135.0,1288225.0,1462135375.0,7.0,560.0,576.0,1936.0,0.0,155000
1742.0,3034564.0,5286210488.0,8.0,1742.0,564.0,1985.0,0.0,275000
902.0,813604.0,733870808.0,5.0,864.0,484.0,1983.0,0.0,131000
2726.0,7431076.0,20257113176.0,8.0,1342.0,725.0,1995.0,397.0,350000
1422.0,2022084.0,2875403448.0,5.0,806.0,288.0,1951.0,41.0,137500
1072.0,1149184.0,1231925248.0,6.0,547.0,525.0,2005.0,76.0,140000
1236.0,1527696.0,1888232256.0,5.0,1070.0,447.0,1957.0,64.0,134450
1768.0,3125824.0,5526456832.0,7.0,880.0,320.0,1914.0,0.0,163000
1750.0,3062500.0,5359375000.0,6.0,983.0,423.0,1940.0,0.0,160000
1484.0,2202256.0,3268147904.0,6.0,742.0,0.0,1914.0,0.0,128000
1792.0,3211264.0,5754585088.0,7.0,963.0,564.0,2001.0,172.0,231500
1376.0,1893376.0,2605285376.0,3.0,738.0,216.0,1905.0,0.0,96900
1863.0,3470769.0,6466042647.0,7.0,879.0,660.0,2006.0,0.0,219210
1174.0,1378276.0,1618096024.0,5.0,680.0,576.0,1900.0,0.0,135000
1612.0,2598544.0,4188852928.0,5.0,988.0,363.0,1950.0,0.0,128500
1376.0,1893376.0,2605285376.0,6.0,780.0,198.0,1937.0,0.0,119500
2256.0,5089536.0,11481993216.0,5.0,840.0,0.0,1910.0,0.0,76500
1236.0,1527696.0,1888232256.0,6.0,912.0,923.0,1957.0,0.0,149700
919.0,844561.0,776151559.0,6.0,600.0,231.0,1940.0,0.0,95000
874.0,763876.0,667627624.0,5.0,864.0,288.0,1968.0,0.0,130000
1479.0,2187441.0,3235225239.0,5.0,864.0,275.0,1969.0,0.0,161000
1032.0,1065024.0,1099104768.0,6.0,1032.0,280.0,1924.0,0.0,108000
1452.0,2108304.0,3061257408.0,5.0,1420.0,572.0,1964.0,30.0,158450
1078.0,1162084.0,1252726552.0,5.0,1054.0,264.0,1925.0,0.0,125000
1414.0,1999396.0,2827145944.0,7.0,1414.0,494.0,2004.0,98.0,185500
1131.0,1279161.0,1446731091.0,5.0,676.0,200.0,1941.0,0.0,66500
1221.0,1490841.0,1820316861.0,5.0,784.0,392.0,1924.0,0.0,104900
1540.0,2371600.0,3652264000.0,4.0,1190.0,352.0,1955.0,0.0,115000
1134.0,1285956.0,1458274104.0,5.0,1010.0,254.0,1960.0,45.0,135000
1600.0,2560000.0,4096000000.0,5.0,1484.0,319.0,1957.0,0.0,207500
1367.0,1868689.0,2554497863.0,6.0,884.0,560.0,1931.0,0.0,127500
1152.0,1327104.0,1528823808.0,5.0,1152.0,636.0,1953.0,84.0,137500
2389.0,5707321.0,13634789869.0,8.0,1054.0,672.0,2006.0,0.0,298236
1753.0,3073009.0,5386984777.0,7.0,853.0,534.0,1998.0,290.0,217000
1096.0,1201216.0,1316532736.0,6.0,1008.0,484.0,1978.0,39.0,157500
1434.0,2056356.0,2948814504.0,7.0,1454.0,527.0,2001.0,0.0,189000
1200.0,1440000.0,1728000000.0,6.0,1200.0,312.0,1923.0,0.0,125000
1504.0,2262016.0,3402072064.0,7.0,1504.0,478.0,1996.0,196.0,203000
1787.0,3193369.0,5706550403.0,8.0,1753.0,748.0,2001.0,178.0,275000
1820.0,3312400.0,6028568000.0,7.0,910.0,816.0,1996.0,0.0,213000
1728.0,2985984.0,5159780352.0,7.0,864.0,572.0,2004.0,0.0,190000
1143.0,1306449.0,1493271207.0,7.0,1143.0,588.0,2004.0,0.0,176400
1040.0,1081600.0,1124864000.0,3.0,0.0,400.0,1950.0,0.0,93500
1034.0,1069156.0,1105507304.0,8.0,982.0,598.0,1989.0,0.0,185000
1992.0,3968064.0,7904383488.0,7.0,860.0,608.0,1996.0,254.0,211000
1795.0,3222025.0,5783534875.0,5.0,1050.0,352.0,1954.0,335.0,131500
904.0,817216.0,738763264.0,6.0,884.0,180.0,1926.0,0.0,119000
1694.0,2869636.0,4861163384.0,8.0,1686.0,636.0,2004.0,186.0,307000
864.0,746496.0,644972544.0,5.0,864.0,0.0,1925.0,0.0,98000
2075.0,4305625.0,8934171875.0,7.0,1148.0,473.0,1993.0,194.0,255000
1468.0,2155024.0,3163575232.0,8.0,1468.0,904.0,2008.0,0.0,239900
1400.0,1960000.0,2744000000.0,6.0,672.0,440.0,1978.0,203.0,149500
1480.0,2190400.0,3241792000.0,5.0,1080.0,253.0,1951.0,0.0,136500
1287.0,1656369.0,2131746903.0,5.0,624.0,440.0,1992.0,0.0,130000
1040.0,1081600.0,1124864000.0,6.0,960.0,616.0,1978.0,200.0,160500
1441.0,2076481.0,2992209121.0,6.0,855.0,440.0,1978.0,0.0,148500
936.0,876096.0,820025856.0,5.0,936.0,0.0,1920.0,0.0,109500
1291.0,1666681.0,2151685171.0,6.0,1291.0,431.0,1996.0,0.0,173000
1246.0,1552516.0,1934434936.0,7.0,1146.0,428.0,2007.0,20.0,187687
1208.0,1459264.0,1762790912.0,7.0,1187.0,632.0,2006.0,24.0,206000
1644.0,2702736.0,4443297984.0,7.0,1518.0,569.0,1989.0,145.0,275000
612.0,374544.0,229220928.0,2.0,0.0,308.0,1940.0,0.0,45000
1700.0,2890000.0,4913000000.0,7.0,430.0,450.0,1980.0,0.0,148400
1200.0,1440000.0,1728000000.0,5.0,1200.0,0.0,1987.0,0.0,179000
976.0,952576.0,929714176.0,5.0,976.0,215.0,1942.0,0.0,102000
1008.0,1016064.0,1024192512.0,6.0,1008.0,430.0,1963.0,332.0,135000
894.0,799236.0,714516984.0,5.0,894.0,308.0,1962.0,0.0,109500
1152.0,1327104.0,1528823808.0,4.0,0.0,0.0,1955.0,58.0,82500
